Restaurant,Burrito Name,Type,Zip Code,Neighborhood,Address,Full Address,URL,Yelp,Google,Cost,Hunger,Tortilla,Temp,Meat,Fillings,Meat:filling,Uniformity,Salsa,Synergy,Wrap,overall,Reviewer,Notes,lat,lng
Sotos Mexican Food,California,California,42494,Miramar ,6904 Miramar Rd,"6904 Miramar Rd, Miramar  CA",https://www.yelp.com/biz/sotos-mexican-food-san-diego,4.5,4.6,6.99,3.7,3.6,4,4,3,3.8,4.3,,3.8,2,3.5,Scott,Richard recommended this. Like a Mediterranean burrito,32.8791407,-117.1673854
Sotos Mexican Food,Pastor,Carnitas / Pork,42494,Miramar ,6904 Miramar Rd,"6904 Miramar Rd, Miramar  CA",https://www.yelp.com/biz/sotos-mexican-food-san-diego,4.5,4.6,6.6,,4,4.5,4,3.5,3.5,5,1.5,3.5,4.5,3.7,Scott,Usually better. Too much enchilada sauce this time,32.8791407,-117.1673854
Storehouse Kitchen ,Breakfast,Breakfast,42660,La  Jolla,2236 Avenida De La Playa,"2236 Avenida De La Playa, La  Jolla CA",,,,6.6,,4,2,,4,,4.6,4.2,3.75,5,3.9,Sage,Orange salsa very spicy,32.854021,-117.2546369
Taco Stand,California,California,42412,La Jolla,621 Pearl St,"621 Pearl St, La Jolla CA",http://letstaco.com/,4.5,4.4,8.5,3.9,3,4.5,4.1,3,3.7,4,4.3,4.2,5,3.9,Scott,Fresca and verde salsas are the best,32.8393518,-117.2768191
Taco Stand,Surf and turf ,Seafood,42412,La Jolla,621 Pearl St,"621 Pearl St, La Jolla CA",http://letstaco.com/,4.5,4.4,7.9,4,3.5,4,4,3,4,4.5,4,3.8,4.8,3.8,Emily,Pastor is dry,32.8393518,-117.2768191
Taco Stand,California,California,42428,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,4.99,3.5,2.5,4.5,3,2.5,3,3,2,2,4,3,Scott,Somehow way better when it was leftover,32.8316432,-117.1605738
Taco Stand,California,California,42428,Kearny Mesa,7305 Clairemont Mesa Blvd,"7305 Clairemont Mesa Blvd, Kearny Mesa CA",http://lolitasmexicanfood.com/,4,4.4,7.29,3.5,3,2,3.5,3.5,3,2.5,3.7,3.2,4.2,3.7,Scott,"Cheese is cold, but guac, salsa, and chips are good",32.8316432,-117.1605738
Taco stand,Carne asada,Carne Asada / Beef,42447,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.89,3,4,5,4.5,4,4.5,3.5,3,4.5,2.5,4.25,Richard,quality ingredients,32.7423252,-117.180125
Taco stand,Al pastor,Carnitas / Pork,42447,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.49,3.7,4,3.5,3.9,4,3.7,2,3.5,4,4,3.9,Tom,tons of french fries,32.7423252,-117.180125
Taco stand,Carne asada,Carne Asada / Beef,42474,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.49,5,4,4,4,2,3,0,,1,2,2,Rob L,way too spicy,32.7423252,-117.180125
Taco stand,Carne asada,Carne Asada / Beef,42474,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.9,3.5,4.5,5,4,3.5,4,2.8,4,4.5,3.7,4.2,Scott,,32.7423252,-117.180125
Taco stand,California,California,46137,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.9,2,4.2,4,4.2,3.8,4,3,3.8,4.5,5,4.2,Emily,,32.7423252,-117.180125
Taco stand,California,California,42496,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,5.99,4.5,2,4,2.5,3.5,4.5,3,2,1.5,3.4,3.1,Scott,,32.7423252,-117.180125
Taco stand,California,California,42496,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,6.99,3.5,2.5,4.5,4,4,2,3,3,3,4,3,Ricardo ,,32.7423252,-117.180125
Taco stand,California,California,42496,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,6.85,3.5,3,2,3.5,3.5,4,3,3.5,3.5,4.5,3.6,Scott,,32.7423252,-117.180125
Taco stand,California,California,42496,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,6.85,4,5,5,4.5,4,5,4,4,5,5,4.3,Nihal,,32.7423252,-117.180125
Taco stand,California,California,42496,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,,4.3,3,3,3.5,4,3,1.5,3.8,4,5,4,Scott,Salsa much better this time than before,32.7423252,-117.180125
Taco stand,Carne asada,Carne Asada / Beef,42496,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.19,4.5,4,2,3,3.8,3.5,2,4,4,4,3.5,Scott,,32.7423252,-117.180125
Taco stand,Shrimp,Seafood,42496,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.9,2.5,3,4.5,4.3,4,3,3.1,3.9,4.2,3,4.1,Scott,,32.7423252,-117.180125
Taco Stand,Al pastor,Carnitas / Pork,42527,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.9,3,3,3.5,4.5,4,4,4,4,4,3.5,4,Emily,,32.7423252,-117.180125
Taco Stand,Al pastor,Carnitas / Pork,42527,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.9,3,5,5,5,4,5,4,4,5,4,5,Audrey L,,32.7423252,-117.180125
Taco Stand,California ,California,42599,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.9,3,3.5,4,4,4,4.5,3.5,4,3.5,4,4,Spencer,,32.7423252,-117.180125
Taco Stand,California ,California,42599,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.35,3.5,3.5,3,3.5,3,4.5,4.5,4,4,5,3.75,Emily,,32.7423252,-117.180125
Taco Stand,Al Pastor,Carnitas / Pork,42629,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,6.35,3.5,4,3,3,3,2.5,3,3.5,2.8,5,3.1,Scott,,32.7423252,-117.180125
Taco Stand,California,California,42629,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,7.5,4,3,,4,4,3,5,3,4,5,4.1,Erik,,32.7423252,-117.180125
Taco Stand,California ,California,43098,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,6.5,4.5,4.5,3,3.5,4.5,3.5,4,3.5,4.3,4.3,4.1,Scott,,32.7423252,-117.180125
Taco Stand,California ,California,43098,San Diego,3695 India St,"3695 India St, San Diego CA",http://elindiosandiego.com/,3.5,3.9,6.5,4,4,3.5,4.5,4,3.5,4.5,4,4,4.5,4,Ricardo,,32.7423252,-117.180125
Taco Stand Encinitas,California ,California,42672,Encinitas ,642 S Coast Hwy 101,"642 S Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/the-taco-stand-encinitas,4,4.4,4.75,4,4,4,4.5,4.3,4.5,4.5,4.8,4.8,5,4.5,Luis,,33.0441037,-117.2938481
Taco Stand Encinitas,California ,California,42672,Encinitas ,642 S Coast Hwy 101,"642 S Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/the-taco-stand-encinitas,4,4.4,6.75,4,4,4,4,3.5,3.5,3,2,3.5,3.5,3.5,Hannah,,33.0441037,-117.2938481
Taco Stand Encinitas,California,California,42896,Encinitas ,642 S Coast Hwy 101,"642 S Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/the-taco-stand-encinitas,4,4.4,6.5,4,3,3,4,4,4,4,3,4,4,4,Clark,,33.0441037,-117.2938481
Taco Stand Encinitas ,California,California,42896,Encinitas ,642 S Coast Hwy 101,"642 S Coast Hwy 101, Encinitas  CA",https://www.yelp.com/biz/the-taco-stand-encinitas,4,4.4,6.75,4,3,5,5,,,5,,4,5,4.5,Justin C,,33.0441037,-117.2938481
Taco Surf PB,California,California,42513,Pacific Beach,4657 Mission Blvd,"4657 Mission Blvd, Pacific Beach CA",https://www.yelp.com/biz/taco-surf-taco-shop-san-diego,4,4.6,7.1,4,4.5,5,3.8,3.8,4,4,3.9,4.3,5,4.3,Scott,red-orange salsa has a slight fruity flavor that's really good,32.7988776,-117.2560148
Taco Surf PB,California,California,42513,Pacific Beach,4657 Mission Blvd,"4657 Mission Blvd, Pacific Beach CA",https://www.yelp.com/biz/taco-surf-taco-shop-san-diego,4,4.6,8.25,3.5,3.5,4,4,3,3.5,4.5,3.5,3.5,5,3.6,Emily,Rice was plain. Also don't like rice in burrito,32.7988776,-117.2560148
Taco Surf PB,Carne asada,Carne Asada / Beef,42513,Pacific Beach,4657 Mission Blvd,"4657 Mission Blvd, Pacific Beach CA",https://www.yelp.com/biz/taco-surf-taco-shop-san-diego,4,4.6,5.99,4,2,4.5,4.5,3,3.8,4.4,2.5,3.5,3,4,Scott,,32.7988776,-117.2560148
Taco Villa,Carnitas,Carnitas / Pork,42639,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,5.99,4,4,4,4,3,4,3.5,2.5,3.5,5,3.5,Richard,,32.8800604,-117.2340135
Taco Villa,Al pastor,Carnitas / Pork,42642,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,10,3,3,4,3.2,3.5,1.8,1.8,3.5,3.7,3.5,3.9,Scott,,32.8800604,-117.2340135
Taco Villa,Chicken and rice,Chicken,42655,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,10,4.2,3,4.5,3.5,3.5,2.5,2,3,3.5,4.5,3.5,Ricardo,,32.8800604,-117.2340135
Taco Villa,California ,California,42660,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,6.25,4.4,4.2,4.5,4,3,5,3.8,2.5,3,5,3.7,Scott,,32.8800604,-117.2340135
Taco Villa,Breakfast,Breakfast,42661,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,6.25,3,4.5,4.5,3.7,3.5,4,3.5,3,4,4.5,4,Emily,,32.8800604,-117.2340135
Taco Villa,Carnitas,Carnitas / Pork,42670,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7.75,5,3.5,4.2,3.3,3.7,4,4,2.9,3,5,3.7,Scott ,,32.8800604,-117.2340135
Taco Villa,Tejano,Specialty,42670,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7.75,2.5,4,4,2.6,3.6,4,4,3.6,4,4,2.9,Luis,,32.8800604,-117.2340135
Taco Villa,Al pastor,Carnitas / Pork,42670,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,8.25,3.8,4,,4,3,3,2.5,4,3,5,3.6,Scott,,32.8800604,-117.2340135
Taco Villa,Shrimp with guac,Seafood,42670,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,8.99,4,3.5,3,3.5,3.5,4,2,4,4,4,3.4,Tom,,32.8800604,-117.2340135
Taco Villa,Bean & cheese,Vegetarian,42670,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,6.85,4,3.5,5,3.3,3,5,2,3,3.8,3.5,3.9,Scott,,32.8800604,-117.2340135
Taco Villa,Chicken,Chicken,42745,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,6.85,4,4,5,4,4,5,3.5,2,3.5,4,4,Elynn,,32.8800604,-117.2340135
Taco Villa,Pollo asado,Chicken,42755,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7.4,3.3,5,4,4.2,3.5,2.9,3,4,4,4,4,Scott,,32.8800604,-117.2340135
Taco Villa,Al pastor,Carnitas / Pork,42755,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7.4,3.5,4.5,4,4,3.5,3,3,2.5,4,3.8,3.8,Emily,,32.8800604,-117.2340135
Taco Villa,California,California,42787,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,9.95,4.2,3.5,5,3,1.5,3,2.5,3,2.2,2.5,2.8,Scott,,32.8800604,-117.2340135
Taco Villa,Carnitas,Carnitas / Pork,42850,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7,3.5,4,4,2,2.5,4.5,4,3,2.9,4.5,2.8,Scott,,32.8800604,-117.2340135
Taco Villa,Carnitas,Carnitas / Pork,42850,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,9,3,3.5,4,4,4,4.5,4.5,2,3.5,4,4,Richard,,32.8800604,-117.2340135
Taco Villa,Carne asada,Carne Asada / Beef,42928,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7,3.5,3,3,2,2,3,2,3,2,3,2.2,Tom,,32.8800604,-117.2340135
Taco VIlla,California,California,42935,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,6.99,4,3,4,4,2.5,2.5,3,3,3,5,3,Emily,too many fries. Not great,32.8800604,-117.2340135
Taco Villa,Carnitas,Carnitas / Pork,42972,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7.19,3.5,3.5,4.5,3.5,3.5,3,3.5,4,3.5,5,3.8,Scott,,32.8800604,-117.2340135
Taco Villa,Carne asada,Carne Asada / Beef,42972,UTC,9500 Gilman Dr,"9500 Gilman Dr, UTC CA",https://www.yelp.com/biz/taco-villa-san-diego,3.5,3.5,7.89,4,3,,4.5,4,4.5,4.5,4.5,4.8,3.3,4.7,Scott,,32.8800604,-117.2340135
Tacos La Bala,Pastor,Carnitas / Pork,42618,Houston,5800 Bellaire Blvd,"5800 Bellaire Blvd, Houston CA",tacoslabala.com,4.5,4.1,7.89,4,3,,4,4,4.5,4,4.5,4.5,5,4.5,Emily,,29.7059219,-95.4842737
Tacos La Bala,Barbacoa ,Carne Asada / Beef,42618,Houston,5800 Bellaire Blvd,"5800 Bellaire Blvd, Houston CA",tacoslabala.com,4.5,4.1,6.9,4.3,3,3,3.5,3.5,3.5,3.5,3.8,4,5,3.7,Scott,,29.7059219,-95.4842737
Tacos por favor,Carne asada,Carne Asada / Beef,42532,Santa Monica,1408 Olympic Blvd,"1408 Olympic Blvd, Santa Monica CA",https://www.yelp.com/biz/el-dorado-mexican-food-temecula,4,4.1,8.55,3,3,2.5,3,3,3.5,2.8,3.5,2.8,1.5,3,Scott,,34.0196959,-118.4802148
Tacos por favor,Al pastor,Carnitas / Pork,42532,Santa Monica,1408 Olympic Blvd,"1408 Olympic Blvd, Santa Monica CA",https://www.yelp.com/biz/el-dorado-mexican-food-temecula,4,4.1,7.8,2.5,3,2,3.5,3,3,4,3,3.8,4.5,3.5,Emily,,34.0196959,-118.4802148
Tacos por favor,Carne asada,Carne Asada / Beef,42532,Santa Monica,1408 Olympic Blvd,"1408 Olympic Blvd, Santa Monica CA",https://www.yelp.com/biz/el-dorado-mexican-food-temecula,4,4.1,5.56,2.5,2.5,3,2.5,3.5,4.5,4.5,3.7,3.3,4.5,3.5,Scott,,34.0196959,-118.4802148
Tony's Fresh Mexican Food,Chile verde pork,Carnitas / Pork,42411,Miramar,7122 Miramar Rd,"7122 Miramar Rd, Miramar CA",https://www.yelp.com/biz/tonys-fresh-mexican-food-san-diego,3,4.1,5.56,4,4,4,4,3,4,2,4,3,3,4,Chris G,,32.8799813,-117.1605508
Tony's Fresh Mexican Food,California,California,42411,Miramar,7122 Miramar Rd,"7122 Miramar Rd, Miramar CA",https://www.yelp.com/biz/tonys-fresh-mexican-food-san-diego,3,4.1,5.56,3.5,3.5,3,,3.5,3,4,4.5,3.5,4,3.5,Xi,,32.8799813,-117.1605508
Tony's Fresh Mexican Food,battered fish ,Seafood,42411,Miramar,7122 Miramar Rd,"7122 Miramar Rd, Miramar CA",https://www.yelp.com/biz/tonys-fresh-mexican-food-san-diego,3,4.1,6.47,4,1,2,2,2,3,3,1,2,3,2,Erik K,,32.8799813,-117.1605508
Tony's Fresh Mexican Food,California,California,42411,Miramar,7122 Miramar Rd,"7122 Miramar Rd, Miramar CA",https://www.yelp.com/biz/tonys-fresh-mexican-food-san-diego,3,4.1,7.35,3.5,3.2,3,3.5,3.5,3,3.3,3,3.8,2,3.5,Scott,,32.8799813,-117.1605508
Valentines Mexican Food,California ,California,42644,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,6.99,3,3,4.5,2,3,2.5,4,2,2,4,2,Richard,,32.7174996,-117.1591189
Valentines Mexican Food,California Chipotle,California,42644,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,6.99,4,4,,3.5,3.5,3.5,3.5,3.5,3.5,5,3.7,Scott,,32.7174996,-117.1591189
Valentines Mexican Food,Carne asada,Carne Asada / Beef,42690,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,8.5,3.8,4,4.5,3,4,3,2.5,3.5,3.5,3,4,Scott,,32.7174996,-117.1591189
Valentines Mexican Food,Pork california,Chicken,42690,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,8.5,4,4,4,3.75,4,3.5,3.5,4,5,3.5,4,Emily,,32.7174996,-117.1591189
Valentines Mexican Food,California,California,42690,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,6.75,4,4,4.5,3.5,3.5,4.5,4.5,3,3.5,4,3.9,Scott,,32.7174996,-117.1591189
Valentines Mexican Food,California,California,42690,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,7.9,4,4,5,5,5,5,5,5,4,3.5,4.8,Simon,,32.7174996,-117.1591189
Valentines Mexican Food,California,California,42690,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,8.35,4.5,3,3,4,3,4,2.5,4,4.5,4,4.1,Scott,,32.7174996,-117.1591189
Valentines Mexican Food,Carne asada,Carne Asada / Beef,42954,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,25,4,3.8,4.4,4,3.8,4,4,4,4,5,4.2,Scott,Good. but just get a regular Cali.,32.7174996,-117.1591189
Valentines Mexican Food,California,California,42954,Downtown,1157 Sixth Ave,"1157 Sixth Ave, Downtown CA",https://www.yelp.com/biz/valentines-mexican-food-san-diego-6,4,4,7,4,4.5,5,4,4,4,3.7,3.8,4.6,4.8,4.2,Simon,,32.7174996,-117.1591189
Vallarta Express,Quesaburro,Vegetarian,42450,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,6.99,4,4,5,3.5,3.8,3,2.5,3.3,4,5,3.7,Scott,,32.8213737,-117.1826061
Vallarta Express,Philly ,Specialty,42450,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,7.1,3,3.5,5,4,4,4.5,4.75,3.75,4,5,4.2,Emily,,32.8213737,-117.1826061
Vallarta Express,Carne asada,Carne Asada / Beef,42450,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,6.47,4,3,3,2,2.5,1.5,2.5,2.5,3,5,3.2,Scott,,32.8213737,-117.1826061
Vallarta Express,Quesa,Vegetarian,42450,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,8.94,3.5,2.5,3.5,3.5,3.5,3.5,4,3,3.5,4.5,3.8,Emily,,32.8213737,-117.1826061
Vallarta Express,Surf and turf,Seafood,42450,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,5.99,2,2,2.5,4,3,4,3.5,3,3,5,3.8,Scott,,32.8213737,-117.1826061
Vallarta Express,Mahi,Seafood,42450,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,6.99,3.5,4,4,4,4.5,4,3.5,4,4,4,4.3,Nuttida,,32.8213737,-117.1826061
Vallarta Express,Fish,Seafood,42475,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,8.5,3.5,3.5,4,4.5,4,3,4,3.5,4.5,5,4.3,Scott,,32.8213737,-117.1826061
Vallarta Express,California,California,42475,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,8.5,3.5,4,4,4,4.5,4.2,4.5,4,4.5,4.8,4.5,Emily,,32.8213737,-117.1826061
Vallarta Express,California,California,42499,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,6.85,3.5,3,4.5,3.8,3.8,4,3.5,3.5,4,3,4.1,Scott,,32.8213737,-117.1826061
Vallarta Express,California,California,42810,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,6.85,3.5,3,4.5,4,4,4.5,3,4,4,3.5,4.25,Sage,,32.8213737,-117.1826061
Vallarta Express,Surf & Turf,Seafood,42910,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,11.5,3.5,2,2,4,3.5,3,4.5,3.5,4,2,3.5,Scott,Maybe a little better than chipotle. Or at least more authentic.,32.8213737,-117.1826061
Vallarta Express,California,California,42910,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,7.89,4,4,3,4,4,3,4,3.5,4.3,4.5,4.2,Scott,,32.8213737,-117.1826061
Vallarta Express,California,California,42956,Clairemont,4277 Genesee Ave,"4277 Genesee Ave, Clairemont CA",http://www.vallartaexpress.com/menu/,3.5,4,7.89,5,5,5,5,5,4,4,5,5,3,4.5,Ben S,,32.8213737,-117.1826061
